147.000000 0.000109 4.990433 -9.124165
250.000000 0.000036 5.521461 -10.222777
616.000000 0.000109 6.423247 -9.124165
151.000000 0.000036 5.017280 -10.222777
269.000000 0.000036 5.594711 -10.222777
38.000000 0.000145 3.637586 -8.836483
427.000000 0.000073 6.056784 -9.529630
449.000000 0.000073 6.107023 -9.529630
441.000000 0.000109 6.089045 -9.124165
519.000000 0.000073 6.251904 -9.529630
598.000000 0.000109 6.393591 -9.124165
19.000000 0.000654 2.944439 -7.332406
194.000000 0.000036 5.267858 -10.222777
515.000000 0.000073 6.244167 -9.529630
74.000000 0.000073 4.304065 -9.529630
577.000000 0.000036 6.357842 -10.222777
518.000000 0.000036 6.249975 -10.222777
48.000000 0.000145 3.871201 -8.836483
157.000000 0.000036 5.056246 -10.222777
277.000000 0.000036 5.624018 -10.222777
620.000000 0.000036 6.429719 -10.222777
163.000000 0.000036 5.093750 -10.222777
156.000000 0.000073 5.049856 -9.529630
559.000000 0.000073 6.326149 -9.529630
468.000000 0.000145 6.148468 -8.836483
37.000000 0.000109 3.610918 -9.124165
368.000000 0.000073 5.908083 -9.529630
450.000000 0.000036 6.109248 -10.222777
528.000000 0.000036 6.269096 -10.222777
498.000000 0.000073 6.210600 -9.529630
17.000000 0.001163 2.833213 -6.757041
556.000000 0.000073 6.320768 -9.529630
442.000000 0.000073 6.091310 -9.529630
63.000000 0.000036 4.143135 -10.222777
698.000000 0.000036 6.548219 -10.222777
292.000000 0.000036 5.676754 -10.222777
215.000000 0.000036 5.370638 -10.222777
516.000000 0.000073 6.246107 -9.529630
116.000000 0.000036 4.753590 -10.222777
508.000000 0.000109 6.230481 -9.124165
594.000000 0.000036 6.386879 -10.222777
574.000000 0.000145 6.352629 -8.836483
488.000000 0.000109 6.190315 -9.124165
629.000000 0.000036 6.444131 -10.222777
446.000000 0.000036 6.100319 -10.222777
253.000000 0.000073 5.533389 -9.529630
273.000000 0.000036 5.609472 -10.222777
394.000000 0.000073 5.976351 -9.529630
564.000000 0.000109 6.335054 -9.124165
260.000000 0.000109 5.560682 -9.124165
10.000000 0.005377 2.302585 -5.225565
347.000000 0.000073 5.849325 -9.529630
155.000000 0.000036 5.043425 -10.222777
75.000000 0.000036 4.317488 -10.222777
451.000000 0.000073 6.111467 -9.529630
540.000000 0.000109 6.291569 -9.124165
286.000000 0.000036 5.655992 -10.222777
42.000000 0.000145 3.737670 -8.836483
122.000000 0.000036 4.804021 -10.222777
555.000000 0.000073 6.318968 -9.529630
600.000000 0.000073 6.396930 -9.529630
604.000000 0.000109 6.403574 -9.124165
60.000000 0.000036 4.094345 -10.222777
501.000000 0.000073 6.216606 -9.529630
281.000000 0.000036 5.638355 -10.222777
353.000000 0.000036 5.866468 -10.222777
303.000000 0.000073 5.713733 -9.529630
614.000000 0.000109 6.419995 -9.124165
91.000000 0.000073 4.510860 -9.529630
258.000000 0.000109 5.552960 -9.124165
537.000000 0.000036 6.285998 -10.222777
35.000000 0.000073 3.555348 -9.529630
425.000000 0.000036 6.052089 -10.222777
97.000000 0.000073 4.574711 -9.529630
98.000000 0.000109 4.584967 -9.124165
31.000000 0.000182 3.433987 -8.613339
80.000000 0.000109 4.382027 -9.124165
590.000000 0.000109 6.380123 -9.124165
113.000000 0.000036 4.727388 -10.222777
230.000000 0.000036 5.438079 -10.222777
34.000000 0.000182 3.526361 -8.613339
489.000000 0.000073 6.192362 -9.529630
327.000000 0.000073 5.789960 -9.529630
119.000000 0.000036 4.779123 -10.222777
330.000000 0.000036 5.799093 -10.222777
84.000000 0.000109 4.430817 -9.124165
560.000000 0.000036 6.327937 -10.222777
101.000000 0.000036 4.615121 -10.222777
482.000000 0.000036 6.177944 -10.222777
18.000000 0.000908 2.890372 -7.003901
55.000000 0.000109 4.007333 -9.124165
337.000000 0.000036 5.820083 -10.222777
563.000000 0.000145 6.333280 -8.836483
274.000000 0.000036 5.613128 -10.222777
473.000000 0.000182 6.159095 -8.613339
631.000000 0.000036 6.447306 -10.222777
12.000000 0.003088 2.484907 -5.780126
511.000000 0.000109 6.236370 -9.124165
259.000000 0.000073 5.556828 -9.529630
674.000000 0.000036 6.513230 -10.222777
210.000000 0.000036 5.347108 -10.222777
72.000000 0.000073 4.276666 -9.529630
475.000000 0.000036 6.163315 -10.222777
434.000000 0.000036 6.073045 -10.222777
568.000000 0.000109 6.342121 -9.124165
389.000000 0.000036 5.963579 -10.222777
623.000000 0.000036 6.434547 -10.222777
58.000000 0.000145 4.060443 -8.836483
203.000000 0.000036 5.313206 -10.222777
486.000000 0.000036 6.186209 -10.222777
398.000000 0.000036 5.986452 -10.222777
152.000000 0.000036 5.023881 -10.222777
456.000000 0.000036 6.122493 -10.222777
621.000000 0.000036 6.431331 -10.222777
293.000000 0.000036 5.680173 -10.222777
317.000000 0.000036 5.758902 -10.222777
118.000000 0.000036 4.770685 -10.222777
