1 1200.000000
2 3600.000000
3 4200.000000
4 8400.000000
5 17400.000000
6 54600.000000
7 109800.000000
8 120000.000000
9 79200.000000
10 49800.000000
11 16800.000000
12 9600.000000
13 5400.000000
14 6600.000000
