0 23.100000 8.282934
1 23.730000 4.542371
2 26.719000 2.708987
3 24.815700 1.633199
4 25.644710 0.942637
5 25.893413 0.523948
6 33.668024 2.802464
7 26.200407 3.086416
8 21.160122 2.474688
9 28.748037 3.039722
10 27.524411 1.721766
11 27.157323 0.952192
12 28.447197 0.697076
13 26.034159 0.945735
14 29.510248 1.349769
15 18.653074 3.962617
16 22.395922 2.551832
17 21.418777 1.440943
18 28.825633 2.770653
19 26.147690 1.795826
20 23.244307 1.432238
21 18.873292 1.752669
22 21.061988 1.239944
23 26.618596 2.104993
24 27.585579 1.203960
25 29.275674 0.895606
26 23.482702 2.134315
27 24.544811 1.229483
28 23.463443 0.777068
29 21.039033 0.967917
30 25.911710 1.825850
31 23.873513 1.238643
32 21.862054 0.990185
33 18.458616 1.335452
34 17.437585 0.817965
35 27.631275 3.682492
36 23.689383 2.462932
37 25.306815 1.468388
38 25.092044 0.807948
39 24.327613 0.520543
40 31.098284 2.444434
41 24.729485 2.647195
42 20.018846 2.226052
43 24.905654 2.134711
44 28.471696 1.732656
45 24.641509 1.669376
46 24.192453 0.928424
47 22.657736 0.749282
48 20.097321 1.005637
49 23.529196 1.348212
50 20.358759 1.355604
51 18.707628 0.949639
52 24.512288 2.145377
53 22.053686 1.469003
54 22.016106 0.804719
55 18.504832 1.333955
56 16.751450 0.963900
57 14.825435 0.869293
58 17.047630 0.928228
59 17.714289 0.561804
60 20.714287 1.118851
61 15.314286 2.030934
62 22.094286 2.673505
63 15.728286 2.711968
64 14.518486 1.547453
65 15.555546 0.925560
66 20.066664 1.695126
67 20.019999 0.928609
68 16.506000 1.358793
69 13.351800 1.353902
70 13.105540 0.746801
71 15.131662 0.833739
72 19.939499 1.783396
73 20.681850 1.012425
74 18.104555 1.077743
75 16.631366 0.792146
76 20.389410 1.415644
77 16.616823 1.559197
78 18.285047 1.042660
79 20.185514 0.889108
80 18.655654 0.733534
81 17.496696 0.578028
82 17.149009 0.340261
83 18.444703 0.500582
84 15.333411 1.148810
85 17.200023 0.918642
86 14.260007 1.168120
87 16.178002 0.939323
88 18.153401 0.875448
89 18.746020 0.524478
90 23.823806 1.843257
91 21.847142 1.233545
92 14.954143 2.562296
93 16.386243 1.494422
94 24.515873 3.027770
95 25.554762 1.699701
96 17.466429 3.045978
97 17.139929 1.672454
98 18.441979 1.028155
99 15.332594 1.249077
100 20.699778 2.042492
101 19.509933 1.197311
102 16.352980 1.308226
