0 226.100000 81.072357
1 253.330000 45.465925
2 269.199000 25.544522
3 264.859700 14.077561
4 277.557910 8.954594
5 277.167373 4.906632
6 298.750212 8.192284
7 288.425064 5.817292
8 302.127519 5.855979
9 288.738256 5.773825
10 284.021477 3.586304
11 299.406443 5.855849
12 287.921933 5.219683
13 263.476580 9.219796
14 285.542974 9.386487
15 265.562892 8.818051
16 269.368868 5.018946
17 255.810660 5.584943
18 273.443198 7.023614
19 260.532959 6.019044
20 260.859888 3.298850
21 240.657966 7.465721
22 247.197390 4.713739
23 230.959217 6.369246
24 275.787765 16.448318
25 275.936330 9.009272
26 250.080899 10.502405
27 247.224270 5.842888
28 234.467281 5.582617
29 229.240184 3.586444
30 246.572055 6.517732
31 243.371617 3.749824
32 239.611485 2.456862
33 233.583445 2.546131
34 233.175034 1.402242
35 232.352510 0.822720
36 239.805753 2.710223
37 225.941726 5.188108
38 224.582518 2.883135
39 241.674755 6.328917
40 237.702427 3.747711
41 248.410728 4.353917
42 241.823218 3.356542
43 246.846966 2.573869
44 253.254090 2.695451
45 243.976227 3.639630
46 232.792868 4.478189
47 260.937860 10.385707
48 235.781358 10.664204
49 242.234407 6.282637
50 215.470322 10.195061
51 222.141097 6.074793
52 230.442329 4.464398
53 210.532699 7.546133
54 232.559810 8.914330
55 220.267943 6.577647
56 194.180383 10.023986
57 209.454115 7.754877
58 218.936234 5.440714
59 213.380870 3.584465
60 220.114261 3.111874
61 222.834278 1.963762
62 220.150283 1.443300
63 189.245085 11.109794
64 212.173526 10.228391
65 196.652058 7.896892
66 236.795617 15.030031
67 234.138685 8.287229
68 217.941606 7.371131
69 221.482482 4.232266
70 214.144745 3.506596
71 213.343423 1.942015
72 243.903027 11.009220
73 224.370908 9.241826
74 218.511272 5.480689
75 194.353382 9.167668
76 216.506015 9.397280
77 189.551804 10.950050
78 210.865541 9.714830
79 203.259662 5.979227
80 218.477899 6.364103
81 208.343370 5.035469
82 220.703011 5.219909
83 206.910903 5.712388
84 214.673271 4.187649
85 199.501981 5.903724
86 220.150594 8.079268
87 224.945178 4.747418
88 207.483553 6.779668
89 213.445066 4.284688
90 201.933520 4.748189
91 202.680056 2.614430
92 193.804017 3.489979
93 199.541205 2.808195
94 204.062362 2.234703
95 199.818708 1.952834
96 177.545613 8.057740
97 197.463684 8.395608
98 199.239105 4.642321
99 188.571732 4.593022
100 208.471519 7.565926
101 213.741456 4.554524
102 218.822437 3.089070
103 209.146731 3.859983
104 223.744019 5.644993
105 229.523206 3.722088
106 213.756962 6.009638
107 213.227089 3.297093
108 194.868127 6.826158
109 184.460438 5.282593
110 194.638131 4.657238
111 202.591439 3.826194
112 230.177432 10.111039
113 206.253230 10.210780
114 204.675969 5.621198
115 225.202791 7.978282
116 235.560837 5.734999
117 249.868251 6.015472
118 248.560475 3.328012
119 229.968143 6.911339
120 216.690443 6.082498
121 220.407133 3.588188
122 234.822140 5.529801
123 239.146642 3.402655
124 235.543993 2.267633
